                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                   1949,               0.011796,               0.011482,               0.019002,              0.0012901,                0.99544,                0.99337,                0.99448,                0.95429,                0.99366,                0.99111,                0.99143,                0.81193,              0.0078691,              0.0074107,               0.013262,             0.00078826,              0.0005834,              0.0005834,              0.0005834
                   1950,               0.011521,               0.012002,               0.020684,              0.0011452,                 0.9954,                0.99359,                0.99454,                0.95356,                 0.9932,                 0.9906,                0.99141,                0.81165,              0.0078549,              0.0074017,               0.013238,             0.00078785,             0.00057856,             0.00057856,             0.00057856
                   1951,               0.012273,               0.012305,               0.019674,              0.0016296,                0.99539,                0.99364,                0.99457,                0.95414,                0.99343,                0.98996,                0.99103,                0.81145,              0.0078541,               0.007386,               0.013216,             0.00078745,             0.00057373,             0.00057373,             0.00057373
                   1952,               0.011758,               0.012036,                 0.0208,              0.0014057,                0.99576,                 0.9929,                0.99458,                 0.9535,                0.99371,                0.99047,                0.99166,                0.81241,              0.0078552,               0.007375,               0.013209,             0.00078727,              0.0005689,              0.0005689,              0.0005689
                   1953,                 0.0119,                0.01141,               0.019486,              0.0012482,                0.99582,                0.99315,                 0.9946,                0.95398,                0.99297,                0.98956,                0.98981,                0.81063,              0.0078511,              0.0073662,               0.013203,             0.00078697,             0.00056406,             0.00056406,             0.00056406
                   1954,               0.011937,               0.012553,               0.020985,              0.0016271,                0.99619,                0.99326,                 0.9946,                0.95443,                0.99376,                0.99007,                0.99049,                0.80913,              0.0078494,              0.0073595,               0.013196,             0.00078679,             0.00055923,             0.00055923,             0.00055923
                   1955,               0.012142,               0.012224,               0.021383,              0.0014633,                0.99644,                0.99332,                0.99457,                0.95343,                0.99387,                0.99014,                0.99032,                0.80887,              0.0078385,              0.0073502,               0.013189,             0.00078662,             0.00055439,             0.00055439,             0.00055439
                   1956,               0.011921,               0.012012,               0.022049,              0.0013398,                 0.9965,                0.99333,                0.99453,                0.95305,                0.99386,                0.99018,                0.99034,                0.80956,              0.0078242,              0.0073472,               0.013193,              0.0007866,             0.00054956,             0.00054956,             0.00054956
                   1957,               0.012033,               0.011823,               0.020679,              0.0013096,                0.99649,                0.99332,                0.99443,                0.95458,                0.99388,                0.99006,                0.99038,                0.80892,               0.007821,              0.0073402,               0.013215,             0.00078656,             0.00054473,             0.00054473,             0.00054473
                   1958,               0.011928,               0.012423,                0.02077,              0.0014398,                0.99649,                0.99326,                0.99437,                0.95375,                0.99399,                   0.99,                 0.9904,                0.80911,              0.0078285,              0.0073357,                0.01324,             0.00078625,             0.00053989,             0.00053989,             0.00053989
                   1959,                0.01176,               0.011921,               0.020084,              0.0012991,                0.99656,                0.99289,                0.99432,                0.95319,                0.99415,                0.98995,                0.99043,                0.81126,              0.0078283,              0.0073368,               0.013262,             0.00078568,             0.00053506,             0.00053506,             0.00053506
                   1960,               0.012421,               0.012773,               0.020063,              0.0013437,                0.99649,                0.99285,                0.99432,                0.95421,                0.99426,                0.98993,                0.99043,                0.81076,              0.0078203,              0.0073415,                0.01326,             0.00078516,             0.00053022,             0.00053022,             0.00053022
                   1961,                 0.0123,               0.012112,               0.020553,              0.0015698,                0.99674,                0.99254,                0.99432,                0.95372,                0.99466,                0.98984,                0.99018,                0.81023,              0.0078232,              0.0073516,                0.01327,             0.00078464,             0.00052539,             0.00052539,             0.00052539
                   1962,               0.012187,               0.012821,                0.02018,              0.0016156,                0.99697,                0.99233,                0.99432,                 0.9545,                0.99491,                0.98972,                0.99019,                0.81103,              0.0078197,              0.0073586,                0.01328,             0.00078468,             0.00052056,             0.00052056,             0.00052056
                   1963,               0.012472,               0.012708,               0.020383,              0.0015475,                0.99715,                0.99226,                0.99429,                0.95527,                0.99514,                0.98963,                0.99019,                0.81029,              0.0078189,              0.0073623,               0.013291,             0.00078445,             0.00051572,             0.00051572,             0.00051572
                   1964,               0.012535,               0.013376,               0.020136,              0.0019636,                0.99724,                0.99224,                 0.9943,                 0.9555,                0.99545,                0.98948,                0.99019,                0.81034,              0.0078223,              0.0073608,               0.013291,             0.00078422,             0.00051089,             0.00051089,             0.00051089
                   1965,               0.012077,               0.011937,               0.019958,              0.0013433,                0.99718,                0.99232,                0.99432,                0.95571,                0.99548,                0.98955,                0.99019,                0.81094,              0.0078185,              0.0073575,               0.013289,             0.00078406,             0.00050605,             0.00050605,             0.00050605
                   1966,               0.012115,               0.012218,               0.019218,              0.0013491,                0.99716,                0.99237,                0.99435,                0.95594,                0.99536,                0.98966,                0.99018,                0.80896,              0.0078093,              0.0073562,               0.013286,             0.00078412,             0.00050122,             0.00050122,             0.00050122
                   1967,               0.012239,               0.012389,               0.019225,              0.0016402,                 0.9974,                0.99236,                0.99436,                0.95613,                0.99536,                0.98964,                0.99017,                0.81079,              0.0078048,              0.0073597,               0.013287,             0.00078386,             0.00049639,             0.00049639,             0.00049639
                   1968,               0.012362,               0.013252,               0.020866,              0.0015015,                0.99743,                 0.9924,                0.99436,                0.95696,                0.99533,                0.98964,                0.99019,                0.81135,              0.0078098,              0.0073641,               0.013292,             0.00078364,             0.00049155,             0.00049155,             0.00049155
                   1969,               0.012037,               0.012109,               0.020349,              0.0012937,                0.99745,                0.99242,                0.99436,                0.95581,                 0.9952,                0.98964,                0.99021,                 0.8111,              0.0078148,              0.0073749,               0.013273,             0.00078301,             0.00048672,             0.00048672,             0.00048672
                   1970,                0.01206,               0.012388,               0.020347,              0.0013942,                0.99744,                0.99244,                0.99437,                0.95564,                0.99512,                0.98964,                0.99021,                0.81161,              0.0078131,              0.0073827,               0.013245,             0.00078236,             0.00048188,             0.00048188,             0.00048188
                   1971,               0.011683,               0.011929,               0.019316,              0.0014846,                0.99738,                0.99249,                0.99439,                0.95514,                0.99507,                0.98962,                0.99018,                0.81151,              0.0078144,              0.0073946,               0.013208,             0.00078149,             0.00047705,             0.00047705,             0.00047705
                   1972,               0.011945,               0.012737,               0.020011,              0.0017097,                0.99734,                0.99252,                 0.9944,                0.95455,                0.99502,                0.98963,                0.99016,                0.81013,              0.0078178,              0.0074016,               0.013197,             0.00078109,             0.00047222,             0.00047222,             0.00047222
                   1973,               0.012589,               0.013054,               0.021074,              0.0018801,                0.99715,                0.99255,                0.99442,                0.95405,                0.99541,                0.99013,                0.99161,                0.81036,              0.0078178,              0.0074011,               0.013182,             0.00078095,             0.00046738,             0.00046738,             0.00046738
                   1974,               0.012035,               0.012305,               0.020051,              0.0015622,                0.99705,                0.99253,                 0.9944,                0.95343,                0.99505,                0.99062,                0.99182,                0.81066,               0.007815,              0.0074003,               0.013182,             0.00078125,             0.00046255,             0.00046255,             0.00046255
                   1975,               0.011897,               0.012566,               0.019624,              0.0015016,                0.99691,                0.99247,                0.99438,                0.95401,                0.99495,                0.99054,                0.99178,                0.80951,              0.0078201,              0.0074007,               0.013206,             0.00078229,             0.00045771,             0.00045771,             0.00045771
                   1976,               0.012431,                0.01229,               0.020242,               0.001382,                 0.9971,                0.99228,                0.99438,                0.95434,                0.99484,                 0.9905,                0.99179,                0.80988,              0.0078137,              0.0074027,               0.013211,             0.00078321,             0.00045288,             0.00045288,             0.00045288
                   1977,               0.012247,               0.012876,               0.021234,              0.0015297,                0.99698,                0.99226,                0.99439,                0.95331,                0.99498,                0.99035,                 0.9918,                0.80857,              0.0077974,              0.0074028,               0.013198,             0.00078403,             0.00044805,             0.00044805,             0.00044805
                   1978,               0.011949,               0.012191,                0.01909,              0.0016798,                0.99703,                0.99209,                0.99436,                0.95409,                0.99503,                0.99018,                0.99186,                0.80796,              0.0077892,              0.0074009,               0.013183,              0.0007842,             0.00044321,             0.00044321,             0.00044321
                   1979,               0.012321,               0.012325,               0.019717,              0.0014405,                  0.997,                0.99209,                0.99433,                0.95386,                0.99454,                0.98969,                0.99032,                 0.8078,              0.0077762,              0.0073965,               0.013168,             0.00078379,             0.00043838,             0.00043838,             0.00043838
                   1980,               0.011283,               0.011668,               0.019444,              0.0012464,                0.99696,                0.99209,                0.99431,                0.95442,                0.99458,                0.98968,                0.99037,                0.80941,              0.0077718,              0.0073912,                0.01316,             0.00078349,             0.00043354,             0.00043354,             0.00043354
                   1981,               0.012674,               0.012735,               0.020366,              0.0020087,                0.99688,                 0.9922,                0.99427,                0.95469,                0.99503,                0.99015,                0.99159,                0.81042,              0.0077697,              0.0073834,               0.013159,             0.00078266,             0.00042871,             0.00042871,             0.00042871
                   1982,               0.011756,               0.012509,               0.020456,              0.0015103,                0.99691,                0.99219,                0.99422,                 0.9538,                0.99503,                0.99015,                0.99157,                0.81096,              0.0077703,              0.0073804,               0.013171,             0.00078218,             0.00042388,             0.00042388,             0.00042388
                   1983,               0.012146,               0.012112,               0.018988,              0.0014795,                0.99694,                0.99223,                0.99417,                0.95345,                0.99495,                0.99032,                 0.9915,                0.81155,              0.0077671,              0.0073789,               0.013182,             0.00078145,             0.00041904,             0.00041904,             0.00041904
                   1984,               0.012391,               0.012253,               0.020255,              0.0013971,                0.99693,                0.99225,                0.99414,                0.95339,                0.99496,                0.99032,                0.99137,                 0.8117,              0.0077609,              0.0073781,               0.013191,             0.00078105,             0.00041421,             0.00041421,             0.00041421
                   1985,               0.011578,               0.011861,               0.020195,              0.0015326,                0.99694,                0.99224,                0.99411,                0.95409,                0.99497,                0.99032,                0.99126,                 0.8113,              0.0077509,              0.0073791,               0.013216,             0.00078079,             0.00040938,             0.00040938,             0.00040938
                   1986,               0.011796,                0.01235,               0.021132,              0.0014938,                 0.9969,                0.99224,                0.99409,                0.95532,                0.99494,                0.99032,                0.99122,                 0.8109,              0.0077459,              0.0073822,               0.013223,             0.00078035,             0.00040454,             0.00040454,             0.00040454
                   1987,               0.011785,               0.011993,               0.020486,              0.0013766,                0.99692,                0.99224,                 0.9941,                0.95543,                0.99496,                0.99031,                0.99119,                0.81137,              0.0077518,              0.0073916,               0.013228,             0.00077939,             0.00039971,             0.00039971,             0.00039971
                   1988,               0.012154,               0.012211,               0.019704,              0.0012964,                0.99703,                0.99221,                0.99413,                0.95495,                0.99507,                0.99029,                0.99118,                 0.8124,              0.0077587,              0.0073976,               0.013232,             0.00077886,             0.00039487,             0.00039487,             0.00039487
                   1989,               0.012229,               0.012432,               0.020564,              0.0015239,                0.99707,                0.99222,                0.99423,                0.95292,                0.99508,                0.99031,                0.99118,                0.81293,               0.007778,              0.0073987,               0.013242,             0.00077795,             0.00039004,             0.00039004,             0.00039004
                   1990,               0.012041,               0.011793,               0.020167,              0.0013482,                0.99707,                0.99224,                0.99431,                0.95436,                0.99519,                0.99021,                0.99119,                0.81331,              0.0077806,              0.0073956,               0.013237,              0.0007776,             0.00038521,             0.00038521,             0.00038521
                   1991,               0.011502,               0.012125,               0.018315,               0.001427,                0.99709,                0.99224,                0.99444,                0.95563,                0.99522,                0.99018,                0.99122,                0.81447,              0.0077729,              0.0073828,               0.013209,             0.00077697,             0.00038037,             0.00038037,             0.00038037
                   1992,               0.012303,               0.012583,               0.020227,              0.0016337,                0.99709,                0.99224,                0.99452,                0.95532,                 0.9952,                0.98976,                0.99122,                0.81308,              0.0077674,              0.0073747,                0.01319,             0.00077673,             0.00037554,             0.00037554,             0.00037554
                   1993,               0.011622,               0.012215,               0.020629,              0.0011405,                0.99726,                0.99223,                0.99457,                0.95527,                0.99523,                0.98967,                0.99124,                0.81504,              0.0077512,              0.0073631,               0.013179,             0.00077654,              0.0003707,              0.0003707,              0.0003707
                   1994,                0.01243,               0.012308,               0.019369,              0.0016425,                0.99732,                 0.9922,                0.99457,                0.95442,                0.99524,                0.98958,                0.99125,                0.81579,               0.007742,              0.0073574,               0.013178,             0.00077652,             0.00036587,             0.00036587,             0.00036587
                   1995,               0.012357,               0.012465,               0.021426,              0.0016774,                0.99711,                0.99224,                0.99457,                0.95538,                0.99536,                0.98929,                0.99126,                0.81443,              0.0077262,              0.0073485,               0.013176,             0.00077652,             0.00036104,             0.00036104,             0.00036104
                   1996,               0.011925,               0.012191,                0.02088,              0.0015166,                0.99669,                0.99235,                0.99456,                0.95514,                0.99556,                0.98988,                0.99126,                0.81561,              0.0077123,                0.00734,               0.013164,             0.00077622,              0.0003562,              0.0003562,              0.0003562
                   1997,               0.012038,               0.012566,               0.020832,              0.0016655,                0.99656,                0.99242,                0.99453,                0.95524,                0.99558,                0.98983,                0.99128,                0.81537,              0.0077065,              0.0073284,               0.013164,             0.00077581,             0.00035137,             0.00035137,             0.00035137
                   1998,               0.012044,               0.012664,               0.019484,              0.0014288,                0.99647,                 0.9925,                0.99451,                0.95599,                0.99551,                0.99014,                0.99128,                0.81519,              0.0077026,              0.0073211,               0.013159,             0.00077539,             0.00034653,             0.00034653,             0.00034653
                   1999,               0.011601,                0.01151,                0.01965,              0.0013128,                0.99636,                 0.9926,                0.99449,                0.95587,                0.99535,                0.99017,                0.99125,                0.81583,                 0.0077,              0.0073156,               0.013161,              0.0007748,              0.0003417,              0.0003417,              0.0003417
                   2000,               0.012254,               0.012471,               0.021485,              0.0015284,                0.99633,                0.99273,                0.99446,                 0.9559,                0.99531,                0.99018,                0.99125,                0.81495,              0.0077025,               0.007314,               0.013153,             0.00077435,             0.00033687,             0.00033687,             0.00033687
                   2001,               0.011473,               0.012409,               0.019555,              0.0012565,                0.99617,                0.99292,                0.99444,                 0.9551,                0.99418,                0.99101,                 0.9919,                0.81502,              0.0077098,              0.0073171,               0.013136,             0.00077367,             0.00033203,             0.00033203,             0.00033203
                   2002,               0.012033,               0.012888,               0.020948,              0.0015478,                  0.996,                0.99308,                0.99443,                0.95479,                  0.994,                0.99117,                0.99188,                0.81429,              0.0077119,               0.007321,               0.013122,             0.00077314,              0.0003272,              0.0003272,              0.0003272
                   2003,               0.012163,               0.011894,               0.019867,                0.00151,                0.99598,                0.99319,                0.99442,                0.95515,                0.99402,                0.99126,                0.99188,                0.81395,              0.0077024,              0.0073246,               0.013099,             0.00077207,             0.00032236,             0.00032236,             0.00032236
                   2004,               0.012228,               0.012239,               0.020327,              0.0014725,                  0.996,                0.99323,                0.99443,                0.95514,                0.99404,                0.99131,                0.99188,                0.81265,              0.0076978,              0.0073281,               0.013081,             0.00077146,             0.00031753,             0.00031753,             0.00031753
                   2005,               0.011867,               0.012097,               0.018234,              0.0014264,                0.99607,                0.99326,                0.99444,                0.95483,                0.99411,                0.99134,                0.99198,                0.81407,              0.0077008,              0.0073367,               0.013052,              0.0007703,              0.0003127,              0.0003127,              0.0003127
                   2006,               0.012251,               0.012707,               0.020153,              0.0014629,                0.99614,                0.99323,                0.99447,                0.95549,                0.99416,                0.99132,                0.99201,                0.81355,              0.0076998,              0.0073412,               0.013023,             0.00076957,             0.00030786,             0.00030786,             0.00030786
                   2007,               0.012128,               0.012524,               0.020596,              0.0014699,                0.99617,                0.99323,                0.99455,                0.95542,                0.99489,                0.98978,                 0.9913,                0.81486,              0.0076911,              0.0073437,               0.012975,              0.0007686,             0.00030303,             0.00030303,             0.00030303
                   2008,               0.012124,                0.01276,               0.019399,              0.0014644,                 0.9962,                0.99324,                0.99458,                0.95561,                0.99468,                0.98982,                0.99129,                0.81509,              0.0076866,              0.0073407,               0.012936,             0.00076804,             0.00029819,             0.00029819,             0.00029819
                   2009,               0.011584,               0.011945,               0.019549,              0.0013324,                0.99617,                0.99334,                0.99463,                0.95416,                0.99422,                0.99141,                 0.9922,                0.81421,              0.0076761,              0.0073347,               0.012886,             0.00076732,             0.00029336,             0.00029336,             0.00029336
                   2010,               0.011865,                0.01208,               0.020072,              0.0015797,                0.99612,                0.99341,                0.99465,                0.95366,                0.99416,                0.99148,                0.99221,                0.81312,              0.0076604,              0.0073249,               0.012859,             0.00076694,             0.00028853,             0.00028853,             0.00028853
                   2011,               0.011598,               0.011862,               0.020127,              0.0012105,                0.99599,                 0.9935,                0.99466,                0.95413,                0.99401,                0.99159,                0.99222,                0.81206,              0.0076397,              0.0073094,               0.012835,             0.00076667,             0.00028369,             0.00028369,             0.00028369
                   2012,               0.011944,               0.012571,               0.019411,              0.0014683,                0.99588,                0.99357,                0.99467,                0.95353,                0.99344,                0.99116,                0.99055,                0.81022,               0.007633,              0.0073007,               0.012835,             0.00076675,             0.00027886,             0.00027886,             0.00027886
                   2013,               0.011944,               0.012613,               0.019862,              0.0014294,                0.99587,                0.99362,                0.99466,                0.95308,                0.99343,                0.99121,                0.99061,                0.81281,              0.0076306,              0.0072916,                0.01285,             0.00076731,             0.00027402,             0.00027402,             0.00027402
                   2014,               0.011837,               0.011639,               0.019722,              0.0013177,                0.99592,                0.99361,                0.99465,                0.95378,                0.99397,                0.99169,                0.99224,                 0.8111,              0.0076298,              0.0072877,               0.012863,             0.00076765,             0.00026919,             0.00026919,             0.00026919
                   2015,               0.011641,                0.01226,                0.01985,               0.001199,                0.99597,                0.99361,                0.99465,                 0.9544,                0.99353,                 0.9912,                0.99066,                 0.8115,              0.0076322,              0.0072839,               0.012881,             0.00076809,             0.00026436,             0.00026436,             0.00026436
                   2016,               0.011746,               0.012476,               0.019619,               0.001474,                0.99607,                0.99358,                0.99465,                0.95409,                0.99412,                0.99166,                0.99224,                0.81143,              0.0076349,              0.0072812,               0.012891,             0.00076835,             0.00025952,             0.00025952,             0.00025952
                   2017,               0.011694,               0.012066,               0.019739,              0.0012838,                 0.9962,                0.99358,                0.99465,                0.95405,                0.99425,                0.99166,                0.99224,                0.81226,              0.0076402,              0.0072816,               0.012893,             0.00076863,             0.00025469,             0.00025469,             0.00025469
                   2018,               0.011928,               0.012209,               0.020665,              0.0013401,                 0.9961,                 0.9936,                0.99465,                0.95611,                0.99415,                0.99168,                0.99234,                0.81169,              0.0076404,              0.0072834,               0.012895,             0.00076872,             0.00024985,             0.00024985,             0.00024985
                   2019,               0.011844,                0.01211,               0.018807,              0.0017143,                0.99596,                0.99364,                0.99464,                0.95705,                  0.994,                0.99171,                0.99233,                0.81301,              0.0076451,              0.0072876,               0.012908,             0.00076915,             0.00024502,             0.00024502,             0.00024502
                   2020,               0.012043,               0.012066,                0.01897,              0.0014449,                  0.996,                0.99365,                0.99462,                0.95665,                0.99405,                0.99173,                0.99231,                0.81287,              0.0076475,              0.0072915,               0.012919,              0.0007695,             0.00024019,             0.00024019,             0.00024019
                   2021,                0.01177,               0.012083,                0.01968,               0.001298,                0.99642,                0.99364,                 0.9946,                0.95635,                0.99447,                0.99172,                0.99228,                0.81246,               0.007647,              0.0072976,               0.012942,             0.00077026,             0.00023535,             0.00023535,             0.00023535
                   2022,               0.011842,                0.01247,               0.020805,               0.001367,                0.99504,                0.99282,                0.99459,                0.95624,                0.99308,                 0.9909,                0.99227,                0.81146,              0.0076475,              0.0072991,               0.012955,             0.00077079,             0.00023052,             0.00023052,             0.00023052
                   2023,               0.012201,               0.012188,               0.019178,               0.001501,                0.99496,                0.99376,                0.99458,                0.95582,                0.99301,                0.99183,                0.99226,                0.80924,              0.0076397,              0.0073048,               0.012974,             0.00077153,             0.00022568,             0.00022568,             0.00022568
                   2024,               0.011293,               0.012123,               0.020309,               0.001359,                0.99501,                0.99359,                0.99458,                0.95601,                0.99304,                0.99175,                0.99225,                0.81113,              0.0076305,              0.0073078,               0.012987,             0.00077194,             0.00022085,             0.00022085,             0.00022085
                   2025,               0.011688,               0.012015,               0.019393,              0.0014669,                0.99482,                0.99392,                0.99457,                0.95604,                0.99235,                0.99153,                0.99082,                0.81178,              0.0076182,              0.0073087,               0.012997,             0.00077213,             0.00021602,             0.00021602,             0.00021602
                   2026,               0.012144,               0.012265,               0.020097,              0.0015501,                0.99474,                0.99393,                0.99457,                0.95568,                0.99224,                 0.9916,                0.99081,                0.81119,              0.0076139,              0.0073084,               0.013001,             0.00077221,             0.00021118,             0.00021118,             0.00021118
                   2027,               0.011848,               0.012356,               0.019732,              0.0014968,                0.99486,                0.99385,                0.99455,                0.95635,                0.99279,                0.99199,                0.99223,                0.81124,              0.0076076,              0.0073061,               0.013002,             0.00077198,             0.00020635,             0.00020635,             0.00020635
                   2028,               0.012373,               0.012638,               0.020017,              0.0017949,                0.99446,                0.99439,                0.99455,                0.95736,                0.99251,                0.99246,                0.99222,                0.81334,              0.0076045,               0.007304,               0.013006,             0.00077168,             0.00020151,             0.00020151,             0.00020151
                   2029,               0.012164,               0.012847,                0.02019,              0.0016571,                0.99478,                 0.9939,                0.99453,                0.95753,                0.99504,                0.98621,                0.99048,                0.81349,              0.0076006,              0.0073004,               0.013003,             0.00077098,             0.00019668,             0.00019668,             0.00019668
                   2030,               0.011837,               0.012162,               0.020228,              0.0015171,                0.99493,                0.99336,                0.99452,                0.95773,                0.99507,                0.98618,                0.99061,                0.81399,              0.0075973,              0.0072977,               0.012997,             0.00077046,             0.00019185,             0.00019185,             0.00019185
                   2031,               0.012138,               0.012048,               0.020065,              0.0015122,                 0.9949,                0.99321,                 0.9945,                 0.9582,                0.99556,                0.98667,                 0.9914,                0.81495,               0.007596,               0.007294,               0.012997,              0.0007699,             0.00018701,             0.00018701,             0.00018701
                   2032,               0.012095,               0.012368,               0.020513,              0.0017821,                0.99487,                0.99313,                0.99448,                0.95767,                0.99557,                0.98666,                0.99138,                0.81509,              0.0075938,              0.0072895,               0.012994,             0.00076948,             0.00018218,             0.00018218,             0.00018218
                   2033,               0.012093,               0.012417,               0.021314,              0.0014748,                0.99484,                0.99295,                0.99445,                0.95869,                0.99554,                0.98659,                 0.9912,                 0.8144,              0.0075899,              0.0072826,               0.012985,             0.00076886,             0.00017734,             0.00017734,             0.00017734
                   2034,               0.011648,               0.012377,               0.019872,              0.0015089,                0.99482,                0.99291,                0.99445,                0.95878,                0.99602,                0.98699,                0.99229,                0.81547,              0.0075854,              0.0072786,               0.012982,              0.0007688,             0.00017251,             0.00017251,             0.00017251
                   2035,               0.011902,               0.012219,               0.019757,              0.0016014,                0.99479,                0.99281,                0.99442,                0.95982,                0.99593,                0.98685,                0.99228,                0.81408,              0.0075831,              0.0072743,               0.012989,             0.00076865,             0.00016768,             0.00016768,             0.00016768
                   2036,               0.011603,               0.012108,               0.019982,              0.0013956,                0.99479,                0.99279,                0.99441,                0.95952,                0.99502,                0.98775,                0.99228,                0.81401,              0.0075787,              0.0072721,                0.01299,             0.00076881,             0.00016284,             0.00016284,             0.00016284
                   2037,               0.011718,               0.011862,               0.020039,              0.0013691,                0.99482,                0.99269,                0.99437,                0.95939,                0.99334,                0.99129,                0.99263,                0.81303,              0.0075638,              0.0072633,                0.01298,              0.0007689,             0.00015801,             0.00015801,             0.00015801
                   2038,               0.011423,               0.011666,               0.018912,              0.0011704,                0.99484,                 0.9926,                0.99432,                0.95962,                0.99337,                0.99116,                0.99263,                0.81336,              0.0075585,              0.0072595,               0.012975,             0.00076907,             0.00015317,             0.00015317,             0.00015317
                   2039,               0.011443,               0.011567,                 0.0187,              0.0011992,                0.99483,                0.99256,                 0.9943,                0.95944,                0.99288,                0.99063,                0.99198,                0.81424,              0.0075558,              0.0072577,               0.012975,             0.00076941,             0.00014834,             0.00014834,             0.00014834
                   2040,               0.011965,               0.012411,               0.019935,              0.0014182,                0.99484,                0.99248,                0.99428,                0.95941,                0.99288,                0.99056,                0.99196,                0.81443,              0.0075537,              0.0072582,               0.012972,              0.0007695,             0.00014351,             0.00014351,             0.00014351
                   2041,                0.01204,               0.011845,               0.020101,              0.0015558,                 0.9949,                0.99239,                0.99425,                0.95869,                0.99295,                0.99046,                0.99194,                0.81537,              0.0075527,              0.0072623,               0.012976,             0.00076937,             0.00013867,             0.00013867,             0.00013867
                   2042,               0.012414,               0.012856,               0.020336,              0.0016602,                0.99501,                0.99239,                0.99423,                0.95905,                0.99306,                0.99046,                 0.9919,                0.81311,              0.0075549,              0.0072661,               0.012978,             0.00076916,             0.00013384,             0.00013384,             0.00013384
